class_name,topic,word,meaning,romaji,ex,trans,image_url
n5_body_kao,cothe,顔,mặt,kao,顔を洗う。,Rửa mặt.,https://source.unsplash.com/featured/400x400?face
n5_body_karada,cothe,体,thân thể,karada,体にいい。,Tốt cho cơ thể.,https://source.unsplash.com/featured/400x400?body
n5_body_me,cothe,目,mắt,me,目が大きい。,Mắt to.,https://source.unsplash.com/featured/400x400?eye
n5_body_te,cothe,手,tay,te,手を洗う。,Rửa tay.,https://source.unsplash.com/featured/400x400?hand
n5_body_kuchi,cothe,口,miệng,kuchi,口を開けてください。,Mở miệng.,https://source.unsplash.com/featured/400x400?mouth
n5_body_mimi,cothe,耳,tai,mimi,耳が痛い。,Đau tai.,https://source.unsplash.com/featured/400x400?ear
n5_body_ha,cothe,歯,răng,ha,歯を磨く。,Đánh răng.,https://source.unsplash.com/featured/400x400?tooth
n5_body_onaka,cothe,お腹,bụng,onaka,お腹が空いた。,Đói bụng.,https://source.unsplash.com/featured/400x400?stomach
n5_body_kami,cothe,髪,tóc,kami,髪が長い。,Tóc dài.,https://source.unsplash.com/featured/400x400?hair
n5_body_se,cothe,背,lưng/cao,se,背が高い。,Cao.,https://source.unsplash.com/featured/400x400?back
n5_body_mune,cothe,胸,ngực,mune,胸が痛い。,Đau ngực.,https://source.unsplash.com/featured/400x400?chest
n5_body_hiza,cothe,膝,đầu gối,hiza,膝を曲げる。,Gập gối.,https://source.unsplash.com/featured/400x400?knee
n5_body_yubi,cothe,指,ngón tay,yubi,指輪をはめる。,Đeo nhẫn.,https://source.unsplash.com/featured/400x400?finger
n5_body_kubi,cothe,首,cổ,kubi,首が回らない。,Rất bận.,https://source.unsplash.com/featured/400x400?neck
n5_body_kata,cothe,肩,vai,kata,肩を揉む。,Massage vai.,https://source.unsplash.com/featured/400x400?shoulder
n5_body_hoho,cothe,頬,má,hoho,頬を赤らめる。,Đỏ mặt.,https://source.unsplash.com/featured/400x400?cheek
n5_col_aka,mausac,赤,đỏ,aka,赤いリンゴ。,Táo đỏ.,https://source.unsplash.com/featured/400x400?red
n5_col_ao,mausac,青,xanh dương,ao,青い空。,Trời xanh.,https://source.unsplash.com/featured/400x400?blue
n5_col_kiiro,mausac,黄色,vàng,kiiro,黄色い花。,Hoa vàng.,https://source.unsplash.com/featured/400x400?yellow
n5_col_kuro,mausac,黒,đen,kuro,黒い靴。,Giày đen.,https://source.unsplash.com/featured/400x400?black
n5_col_midori,mausac,緑,xanh lá,midori,緑の野菜。,Rau xanh.,https://source.unsplash.com/featured/400x400?green
n5_col_shiro,mausac,白,trắng,shiro,白いシャツ。,Sơ mi trắng.,https://source.unsplash.com/featured/400x400?white
n5_col_iro,mausac,色,màu sắc,iro,何色が好きですか。,Thích màu gì?,https://source.unsplash.com/featured/400x400?color
n5_ent_dansu,giaitri,ダンス,khiêu vũ,dansu,ダンスを習う。,Học nhảy.,https://source.unsplash.com/featured/400x400?dance
n5_lei_eiga,sothich,映画,phim,eiga,映画を見る。,Xem phim.,https://source.unsplash.com/featured/400x400?movie
n5_lei_ongaku,sothich,音楽,âm nhạc,ongaku,音楽を聴く。,Nghe nhạc.,https://source.unsplash.com/featured/400x400?music
n5_ent_piano,giaitri,ピアノ,piano,piano,ピアノを弾く。,Chơi piano.,https://source.unsplash.com/featured/400x400?piano
n5_lei_saka,sothich,サッカー,bóng đá,sakkā,サッカーをする。,Đá bóng.,https://source.unsplash.com/featured/400x400?soccer
n5_lei_shashin,sothich,写真,ảnh,shashin,写真を撮る。,Chụp ảnh.,https://source.unsplash.com/featured/400x400?photo
n5_lei_shumi,sothich,趣味,sở thích,shumi,趣味は何ですか。,Sở thích?,https://source.unsplash.com/featured/400x400?hobby
n5_lei_sports,sothich,スポーツ,thể thao,supōtsu,スポーツをする。,Chơi thể thao.,https://source.unsplash.com/featured/400x400?sports
n5_ent_tenisu,giaitri,テニス,tennis,tenisu,テニスをする。,Chơi tennis.,https://source.unsplash.com/featured/400x400?tennis
n5_lei_uta,sothich,歌,bài hát,uta,歌を歌う。,Hát.,https://source.unsplash.com/featured/400x400?song
n5_ent_ryokou,giaitri,旅行,du lịch,ryokou,日本を旅行する。,Du lịch Nhật.,https://source.unsplash.com/featured/400x400?travel
n5_hea_byouki,suckhoe,病気,bệnh,byouki,病気になった。,Bị bệnh.,https://source.unsplash.com/featured/400x400?sick
n5_hea_genki,suckhoe,元気,khỏe,genki,元気な子供。,Trẻ khỏe.,https://source.unsplash.com/featured/400x400?healthy
n5_hea_kaze,suckhoe,風邪,cảm lạnh,kaze,風邪をひいた。,Bị cảm.,https://source.unsplash.com/featured/400x400?cold
n5_hea_kusuri,suckhoe,薬,thuốc,kusuri,薬を飲む。,Uống thuốc.,https://source.unsplash.com/featured/400x400?medicine
n5_hea_netsu,suckhoe,熱,sốt,netsu,熱がありますか。,Bạn sốt không?,https://source.unsplash.com/featured/400x400?fever
n5_hea_seki,suckhoe,咳,ho,seki,咳が出る。,Bị ho.,https://source.unsplash.com/featured/400x400?cough
n5_sta_daijoubu,trangthai,大丈夫,ổn,daijoubu,大丈夫ですか。,Ổn chứ?,https://source.unsplash.com/featured/400x400?ok
n5_obj_bentou,dovat,弁当,cơm hộp,bentou,お弁当を食べる。,Ăn cơm hộp.,https://source.unsplash.com/featured/400x400?bento
n5_obj_fuuto,dovat,封筒,phong bì,fuuto,封筒に入れる。,Cho vào phong bì.,https://source.unsplash.com/featured/400x400?envelope
n5_obj_hagaki,dovat,葉書,bưu thiếp,hagaki,葉書を送る。,Gửi bưu thiếp.,https://source.unsplash.com/featured/400x400?postcard
n5_obj_hasami,dovan,はさみ,kéo,hasami,はさみで切る。,Cắt bằng kéo.,https://source.unsplash.com/featured/400x400?scissors
n5_obj_hikidashi,dovat,引き出し,ngăn kéo,hikidashi,引き出しを開ける。,Mở ngăn kéo.,https://source.unsplash.com/featured/400x400?drawer
n5_obj_hondana,dovat,本棚,kệ sách,hondana,本棚に並べる。,Xếp lên kệ.,https://source.unsplash.com/featured/400x400?bookshelf
n5_obj_kaban,dovat,鞄,cặp/túi,kaban,重い鞄。,Cặp nặng.,https://source.unsplash.com/featured/400x400?bag
n5_obj_kagami,dovat,鏡,gương,kagami,鏡を見る。,Nhìn gương.,https://source.unsplash.com/featured/400x400?mirror
n5_obj_kagi,dovat,鍵,chìa khóa,kagi,鍵を忘れた。,Quên chìa khóa.,https://source.unsplash.com/featured/400x400?key
n5_obj_kami,dovan,紙,giấy,kami,紙に書く。,Viết vào giấy.,https://source.unsplash.com/featured/400x400?paper
n5_obj_kasa,dovat,傘,ô,kasa,傘をさす。,Che ô.,https://source.unsplash.com/featured/400x400?umbrella
n5_obj_keshigomu,dovat,消しゴム,cục tẩy,keshigomu,消しゴムを貸して。,Cho mượn tẩy.,https://source.unsplash.com/featured/400x400?eraser
n5_obj_kitte,dovat,切手,tem,kitte,切手を貼る。,Dán tem.,https://source.unsplash.com/featured/400x400?stamp
n5_obj_saifu,dovat,財布,ví tiền,saifu,財布を失くした。,Mất ví.,https://source.unsplash.com/featured/400x400?wallet
n5_obj_sekken,vesinh,石鹸,xà phòng,sekken,石鹸で洗う。,Rửa xà phòng.,https://source.unsplash.com/featured/400x400?soap
n5_obj_taoru,vesinh,タオル,khăn tắm,taoru,タオルで拭く。,Lau khăn.,https://source.unsplash.com/featured/400x400?towel
n5_obj_te-pu,dovan,テープ,băng dính,tēpu,テープで貼る。,Dán băng dính.,https://source.unsplash.com/featured/400x400?tape
n5_obj_tsukue,dovat,机,bàn học,tsukue,机の上に本がある。,Sách trên bàn.,https://source.unsplash.com/featured/400x400?desk
n5_obj_hako,dovat,箱,hộp,hako,箱を開ける。,Mở hộp.,https://source.unsplash.com/featured/400x400?box
n5_obj_patti,khac,パーティー,tiệc,paatii,パーティーに行く。,Đi dự tiệc.,https://source.unsplash.com/featured/400x400?party
n5_obj_pen,dovat,ペン,bút,pen,ペンで書く。,Viết bút.,https://source.unsplash.com/featured/400x400?pen
n5_obj_jisho,dovat,辞書,từ điển,jisho,辞書を引く。,Tra từ điển.,https://source.unsplash.com/featured/400x400?dictionary
n5_obj_zasshi,dovat,雑誌,tạp chí,zasshi,雑誌を買う。,Mua tạp chí.,https://source.unsplash.com/featured/400x400?magazine
n5_mis_kippu,khac,切符,vé,kippu,切符を買う。,Mua vé.,https://source.unsplash.com/featured/400x400?ticket
n5_obj_saizu,khac,サイズ,kích cỡ,saizu,サイズが合う。,Vừa size.,https://source.unsplash.com/featured/400x400?size
n5_mis_imi,khac,意味,ý nghĩa,imi,意味がわかる。,Hiểu ý nghĩa.,https://source.unsplash.com/featured/400x400?meaning
n5_mis_jishin,khac,自信,tự tin,jishin,自信がある。,Có tự tin.,https://source.unsplash.com/featured/400x400?confidence
n5_obj_nyusu,khac,ニュース,tin tức,nyuusu,ニュースを見る。,Xem tin tức.,https://source.unsplash.com/featured/400x400?news
n5_mis_oane,khac,お金,tiền,okane,お金がない。,Không tiền.,https://source.unsplash.com/featured/400x400?money
n5_obj_omyo,dovat,お土産,quà lưu niệm,omiyage,お土産を買う。,Mua quà.,https://source.unsplash.com/featured/400x400?souvenir
n5_pro_anata,daitu,あなた,bạn,anata,あなたは優しいですね。,Bạn tốt.,https://source.unsplash.com/featured/400x400?you
n5_pro_are,daitu,あれ,cái kia,are,あれは山です。,Kia là núi.,https://source.unsplash.com/featured/400x400?that+over+there
n5_pro_dochira,nghevan,どちら,cái nào,dochira,どちらがいい？,Cái nào tốt?,https://source.unsplash.com/featured/400x400?which
n5_q_doko,tunghevan,どこ,ở đâu,doko,トイレはどこですか。,Nhà vệ sinh đâu?,https://source.unsplash.com/featured/400x400?where
n5_pro_donata,nghevan,どなた,vị nào,donata,あの方はどなた？,Vị kia là ai?,https://source.unsplash.com/featured/400x400?who
n5_q_dore,tunghevan,どれ,cái nào,dore,あなたの本はどれですか。,Sách của bạn cái nào?,https://source.unsplash.com/featured/400x400?which
n5_q_doshite,tunghevan,どうして,tại sao,doushite,どうして来なかったの。,Sao không đến?,https://source.unsplash.com/featured/400x400?why
n5_q_dou,tunghevan,どう,thế nào,dou,調子はどうですか。,Tình hình thế nào?,https://source.unsplash.com/featured/400x400?how
n5_pro_ikura,nghevan,いくら,bao nhiêu tiền,ikura,これはいくらですか。,Bao nhiêu?,https://source.unsplash.com/featured/400x400?how+much
n5_pro_ikutsu,nghevan,いくつ,bao nhiêu cái,ikutsu,いくつありますか。,Mấy cái?,https://source.unsplash.com/featured/400x400?how+many
n5_q_itsu,tunghevan,いつ,khi nào,itsu,誕生日はいつですか。,Sinh nhật khi nào?,https://source.unsplash.com/featured/400x400?when
n5_pro_kore,daitu,これ,cái này,kore,これをください。,Cho tôi cái này.,https://source.unsplash.com/featured/400x400?this
n5_q_nani,tunghevan,何,cái gì,nani,これは何ですか。,Đây là cái gì?,https://source.unsplash.com/featured/400x400?what
n5_pro_sore,daitu,それ,cái đó,sore,それは何ですか。,Đó là cái gì?,https://source.unsplash.com/featured/400x400?that
n5_pro_watashi,daitu,私,tôi,watashi,私は学生です。,Tôi sinh viên.,https://source.unsplash.com/featured/400x400?I
n5_q_dare,tunghevan,誰,ai,dare,あの人は誰ですか。,Người kia là ai?,https://source.unsplash.com/featured/400x400?who
n5_adv_chodo,trangtu,ちょうど,vừa đúng,choudo,ちょうど三時だ。,Vừa đúng 3h.,https://source.unsplash.com/featured/400x400?exactly
n5_adv_chotto,trangtu,ちょっと,một chút,chotto,ちょっと待って。,Đợi chút.,https://source.unsplash.com/featured/400x400?a+little
n5_adv_dakara,tu_noi,だから,vì thế,dakara,雨だ。だから行かない。,Mưa, vì thế không đi.,https://source.unsplash.com/featured/400x400?therefore
n5_adv_dandan,trangtu,だんだん,dần dần,dandan,だんだん暑くなる。,Dần nóng.,https://source.unsplash.com/featured/400x400?gradually
n5_adv_daitai,trangtu,だいたい,khoảng,daitai,だいたいわかった。,Khoảng hiểu.,https://source.unsplash.com/featured/400x400?approximately
n5_adv_hakkiri,trangtu,はっきり,rõ ràng,hakkiri,はっきり見える。,Nhìn rõ.,https://source.unsplash.com/featured/400x400?clearly
n5_adv_hontouni,trangtu,本当に,thật sự,hontouni,本当に美味しい。,Thật ngon.,https://source.unsplash.com/featured/400x400?really
n5_adv_ikkaini,trangtu,一回に,một lần,ikkaini,一回に行く。,Đi một lần.,https://source.unsplash.com/featured/400x400?once
n5_adv_itsumo,trangtu,いつも,luôn,itsumo,いつも元気だ。,Luôn khỏe.,https://source.unsplash.com/featured/400x400?always
n5_adv_kanari,trangtu,かなり,khá,kanari,今日はかなり暑い。,Khá nóng.,https://source.unsplash.com/featured/400x400?quite
n5_adv_mada,trangtu,まだ,vẫn/chưa,mada,まだ終わっていません。,Vẫn chưa xong.,https://source.unsplash.com/featured/400x400?yet
n5_adv_moshi,trangtu,もし,nếu,moshi,もし雨なら行かない。,Nếu mưa không đi.,https://source.unsplash.com/featured/400x400?if
n5_adv_motto,trangtu,もっと,hơn,motto,もっと食べたい。,Muốn ăn hơn.,https://source.unsplash.com/featured/400x400?more
n5_adv_mou,trangtu,もう,đã rồi,mou,もう食べました。,Đã ăn rồi.,https://source.unsplash.com/featured/400x400?already
n5_adv_mousugu,trangtu,もうすぐ,sắp,mousugu,もうすぐ春だ。,Sắp xuân.,https://source.unsplash.com/featured/400x400?soon
n5_adv_nakanaka,trangtu,なかなか,mãi không,nakanaka,なかなか終わらない。,Mãi không xong.,https://source.unsplash.com/featured/400x400?not+easily
n5_adv_sugu,trangtu,すぐ,ngay,sugu,すぐ行きます。,Đi ngay.,https://source.unsplash.com/featured/400x400?immediately
n5_adv_sukoshi,trangtu,少し,một chút,sukoshi,少し疲れました。,Hơi mệt.,https://source.unsplash.com/featured/400x400?a+little
n5_adv_tabun,trangtu,たぶん,có lẽ,tabun,たぶん雨だろう。,Có lẽ mưa.,https://source.unsplash.com/featured/400x400?maybe
n5_adv_takusan,trangtu,たくさん,nhiều,takusan,たくさん食べてね。,Ăn nhiều nhé.,https://source.unsplash.com/featured/400x400?many
n5_adv_tokidoki,trangtu,時々,thỉnh thoảng,tokidoki,時々海へ行きます。,Thỉnh thoảng đi biển.,https://source.unsplash.com/featured/400x400?sometimes
n5_adv_totemo,trangtu,とても,rất,totemo,とても暑いですね。,Rất nóng.,https://source.unsplash.com/featured/400x400?very
n5_adv_yoku,trangtu,よく,thường/rõ,yoku,よく寝ました。,Ngủ ngon.,https://source.unsplash.com/featured/400x400?well
n5_adv_yatto,trangtu,やっと,cuối cùng,yatto,やっと終わった。,Cuối cùng xong.,https://source.unsplash.com/featured/400x400?finally
n5_adv_yukkuri,trangtu,ゆっくり,chậm,yukkuri,ゆっくり話して。,Nói chậm.,https://source.unsplash.com/featured/400x400?slowly
n5_adv_zenzen,trangtu,全然,hoàn toàn không,zenzen,全然わからない。,Không hiểu gì.,https://source.unsplash.com/featured/400x400?not+at+all
n5_adv_zutto,trangtu,ずっと,suốt,zutto,ずっと待っていた。,Đợi suốt.,https://source.unsplash.com/featured/400x400?continuously
n5_adv_amari,trangtu,あまり,...không lắm,amari,あまり食べない。,Không ăn nhiều.,https://source.unsplash.com/featured/400x400?not+much
n5_adv_taitei,trangtu,大抵,hầu hết,taitei,大抵の人は分かる。,Hầu hết đều hiểu.,https://source.unsplash.com/featured/400x400?usually
n5_adv_tatoe,trangtu,たとえ,dù cho,tatoe,たとえ雨でも行く。,Dù mưa cũng đi.,https://source.unsplash.com/featured/400x400?even+if
n5_adv_sorosoro,trangtu,そろそろ,sắp sửa,sorosoro,そろそろ帰ります。,Sắp về.,https://source.unsplash.com/featured/400x400?about+to
n5_adv_mazu,trangtu,まず,trước tiên,mazu,まず名前を書いてください。,Trước tiên viết tên.,https://source.unsplash.com/featured/400x400?first
n5_adv_tonikaku,trangtu,とにかく,dù sao,tonikaku,とにかく行ってみよう。,Dù sao thử đi.,https://source.unsplash.com/featured/400x400?anyway
n5_adv_hajimete,trangtu,初めて,lần đầu,hajimete,初めて日本へ行った。,Lần đầu đi Nhật.,https://source.unsplash.com/featured/400x400?first+time
n5_adv_hontou,trangtu,本当,thật sự,hontou,本当ですか。,Thật sao?,https://source.unsplash.com/featured/400x400?really
n5_conj_soshite,tu_noi,そして,và rồi,soshite,掃除した。そして寝た。,Dọn xong rồi ngủ.,https://source.unsplash.com/featured/400x400?and+then
n5_adv_shikkari,trangtu,しっかり,chắc chắn,shikkari,しっかりしろ！,Tỉnh táo lên!,https://source.unsplash.com/featured/400x400?firmly
n5_cnt_mai,sodem,枚,tờ/chiếc,mai,紙を二枚。,Hai tờ giấy.,https://source.unsplash.com/featured/400x400?counter+for+flat+objects
n5_cnt_mittsu,sodem,三つ,3 cái,mittsu,三つあります。,Có 3 cái.,https://source.unsplash.com/featured/400x400?three+things
n5_mat_kane,vatlieu,金,vàng/kim loại,kane,金色の時計。,Đồng hồ vàng.,https://source.unsplash.com/featured/400x400?gold
n5_mat_ki,vatlieu,木,gỗ,ki,木で作る。,Làm bằng gỗ.,https://source.unsplash.com/featured/400x400?wood
n5_kat_garasu,vatlieu,ガラス,thủy tinh,garasu,ガラスの窓。,Cửa sổ thủy tinh.,https://source.unsplash.com/featured/400x400?glass
n5_sea_aki,mua,秋,thu,aki,秋は涼しい。,Thu mát.,https://source.unsplash.com/featured/400x400?autumn
n5_sea_natsu,mua,夏,hè,natsu,夏はとても暑い。,Hè nóng.,https://source.unsplash.com/featured/400x400?summer
n5_sea_haru,mua,春,xuân,haru,春は花が咲く。,Xuân hoa nở.,https://source.unsplash.com/featured/400x400?spring
